20.05961;77.949783
17.075451;74.628664
19.4133545;80.0059101
19.0952075;74.7495916
18.704183;76.9314629
19.532114;77.414984
17.520597;76.200711
21.553887;74.016087
17.8873;75.020363
20.6988889;77.0586111
19.5406298;74.005428
21.09421;77.056427
18.655491;72.86792
21.042867;75.061471
20.9258333;77.7647222
19.614269;75.785017
18.7333;76.3833
21.370845;80.379488
21.163241;77.3172699
20.465059;79.986633
20.857448;79.859569
20.99575;78.232914
19.3754981;76.2218394
21.201428;78.188141
21.1637479;78.410166
